"naam","uri_naam","uri_amco","amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio"
"Prinsenbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Prinsenbeek","http://www.gemeentegeschiedenis.nl/amco/11354",11354,"832",0,"1951","1997","Noord-Brabant","zuid"
"Putte","http://www.gemeentegeschiedenis.nl/gemeentenaam/Putte","http://www.gemeentegeschiedenis.nl/amco/10099",10099,"833",0,"oudsher","1997","Noord-Brabant","zuid"
"Raamsdonk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Raamsdonk","http://www.gemeentegeschiedenis.nl/amco/11391",11391,"834",0,"oudsher","1997","Noord-Brabant","zuid"
"Ravenstein","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ravenstein","http://www.gemeentegeschiedenis.nl/amco/10805",10805,"835",0,"oudsher","2003","Noord-Brabant","zuid"
"Reek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reek","http://www.gemeentegeschiedenis.nl/amco/10671",10671,"1158",0,"oudsher","1942","Noord-Brabant","zuid"
"Reusel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel","http://www.gemeentegeschiedenis.nl/amco/10162",10162,"836",0,"oudsher","1997","Noord-Brabant","zuid"
"Reusel-De Mierden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel-De_Mierden","http://www.gemeentegeschiedenis.nl/amco/10162",10162,"1667",6544280,"1997","heden","Noord-Brabant","zuid"
"Riethoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Riethoven","http://www.gemeentegeschiedenis.nl/amco/10455",10455,"837",0,"oudsher","1997","Noord-Brabant","zuid"
"Rijsbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsbergen","http://www.gemeentegeschiedenis.nl/amco/10866",10866,"841",0,"oudsher","1997","Noord-Brabant","zuid"
"Rijswijk [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijswijk_NB","http://www.gemeentegeschiedenis.nl/amco/11016",11016,"842",0,"oudsher","1973","Noord-Brabant","zuid"
"Roosendaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roosendaal","http://www.gemeentegeschiedenis.nl/amco/10407",10407,"1674",2747929,"1997","heden","Noord-Brabant","zuid"
"Roosendaal en Nispen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roosendaal_en_Nispen","http://www.gemeentegeschiedenis.nl/amco/10407",10407,"838",0,"oudsher","1997","Noord-Brabant","zuid"
"Rosmalen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rosmalen","http://www.gemeentegeschiedenis.nl/amco/10970",10970,"839",0,"oudsher","1996","Noord-Brabant","zuid"
"Rucphen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rucphen","http://www.gemeentegeschiedenis.nl/amco/11152",11152,"840",2747857,"oudsher","heden","Noord-Brabant","zuid"
"Sambeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sambeek","http://www.gemeentegeschiedenis.nl/amco/10339",10339,"1167",0,"oudsher","1942","Noord-Brabant","zuid"
"Schaijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schaijk","http://www.gemeentegeschiedenis.nl/amco/10276",10276,"843",0,"oudsher","1994","Noord-Brabant","zuid"
"Schijndel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schijndel","http://www.gemeentegeschiedenis.nl/amco/11178",11178,"844",2747583,"oudsher","heden","Noord-Brabant","zuid"
"Sint Anthonis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis","http://www.gemeentegeschiedenis.nl/amco/11415",11415,"1702",2749288,"1995","heden","Noord-Brabant","zuid"
"Sint Anthonis en Ledeacker","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis_en_Ledeacker","http://www.gemeentegeschiedenis.nl/amco/11415",11415,"",0,"oudsher","1821","Noord-Brabant","zuid"
"Sint-Michielsgestel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint-Michielsgestel","http://www.gemeentegeschiedenis.nl/amco/10496",10496,"845",2747233,"oudsher","heden","Noord-Brabant","zuid"
"Sint-Oedenrode","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint-Oedenrode","http://www.gemeentegeschiedenis.nl/amco/10399",10399,"846",2747226,"oudsher","heden","Noord-Brabant","zuid"
"Soerendonk en Sterksel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Soerendonk_en_Sterksel","http://www.gemeentegeschiedenis.nl/amco/10047",10047,"",0,"oudsher","1821","Noord-Brabant","zuid"
"Soerendonk, Sterksel en Gastel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Soerendonk__Sterksel_en_Gastel","http://www.gemeentegeschiedenis.nl/amco/10047",10047,"1183",0,"1821","1925","Noord-Brabant","zuid"
"Someren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Someren","http://www.gemeentegeschiedenis.nl/amco/10203",10203,"847",2747020,"oudsher","heden","Noord-Brabant","zuid"
"Son en Breugel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Son_en_Breugel","http://www.gemeentegeschiedenis.nl/amco/10549",10549,"848",2747009,"oudsher","heden","Noord-Brabant","zuid"
"Sprang","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang","http://www.gemeentegeschiedenis.nl/amco/10659",10659,"1187",0,"oudsher","1923","Noord-Brabant","zuid"
"Sprang-Capelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang-Capelle","http://www.gemeentegeschiedenis.nl/amco/11233",11233,"849",0,"1923","1997","Noord-Brabant","zuid"
"Standdaarbuiten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Standdaarbuiten","http://www.gemeentegeschiedenis.nl/amco/11212",11212,"850",0,"oudsher","1997","Noord-Brabant","zuid"
"St.Anthonis","http://www.gemeentegeschiedenis.nl/gemeentenaam/St.Anthonis","http://www.gemeentegeschiedenis.nl/amco/11415",11415,"1691",0,"1994","1995","Noord-Brabant","zuid"
"Steenbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Steenbergen","http://www.gemeentegeschiedenis.nl/amco/10731",10731,"0851 (Steenbergen), 1376 (Steenbergen en Kruisland)",2746801,"oudsher","heden","Noord-Brabant","zuid"
"Stiphout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stiphout","http://www.gemeentegeschiedenis.nl/amco/11386",11386,"1196",0,"oudsher","1968","Noord-Brabant","zuid"
"Stratum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stratum","http://www.gemeentegeschiedenis.nl/amco/10172",10172,"1199",0,"oudsher","1920","Noord-Brabant","zuid"
"Strijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Strijp","http://www.gemeentegeschiedenis.nl/amco/10521",10521,"1201",0,"oudsher","1920","Noord-Brabant","zuid"
"Terheijden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Terheijden","http://www.gemeentegeschiedenis.nl/amco/10905",10905,"853",0,"oudsher","1997","Noord-Brabant","zuid"
"Teteringen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Teteringen","http://www.gemeentegeschiedenis.nl/amco/10677",10677,"854",0,"oudsher","1997","Noord-Brabant","zuid"
"Tilburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tilburg","http://www.gemeentegeschiedenis.nl/amco/10792",10792,"855",2746300,"oudsher","heden","Noord-Brabant","zuid"
"Tongelre","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tongelre","http://www.gemeentegeschiedenis.nl/amco/11240",11240,"1203",0,"oudsher","1920","Noord-Brabant","zuid"
"Uden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Uden","http://www.gemeentegeschiedenis.nl/amco/11141",11141,"856",2746004,"oudsher","heden","Noord-Brabant","zuid"
"Udenhout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Udenhout","http://www.gemeentegeschiedenis.nl/amco/11268",11268,"857",0,"oudsher","1997","Noord-Brabant","zuid"
"Valkenswaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenswaard","http://www.gemeentegeschiedenis.nl/amco/11031",11031,"858",2745859,"oudsher","heden","Noord-Brabant","zuid"
"Veen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veen","http://www.gemeentegeschiedenis.nl/amco/10015",10015,"859",0,"oudsher","1973","Noord-Brabant","zuid"
"Veghel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veghel","http://www.gemeentegeschiedenis.nl/amco/10985",10985,"860",2745725,"oudsher","heden","Noord-Brabant","zuid"
"Veldhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven","http://www.gemeentegeschiedenis.nl/amco/10071",10071,"861",2745704,"1921","heden","Noord-Brabant","zuid"
"Veldhoven en Meerveldhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven_en_Meerveldhoven","http://www.gemeentegeschiedenis.nl/amco/10071",10071,"1206",0,"oudsher","1921","Noord-Brabant","zuid"
"Velp [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Velp_NB","http://www.gemeentegeschiedenis.nl/amco/10170",10170,"1208",0,"oudsher","1942","Noord-Brabant","zuid"
"Vessem, Wintelre en Knegsel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vessem__Wintelre_en_Knegsel","http://www.gemeentegeschiedenis.nl/amco/11414",11414,"862",0,"oudsher","1997","Noord-Brabant","zuid"
"Vierlingsbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vierlingsbeek","http://www.gemeentegeschiedenis.nl/amco/10066",10066,"863",0,"oudsher","1998","Noord-Brabant","zuid"
"Vlierden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlierden","http://www.gemeentegeschiedenis.nl/amco/10268",10268,"1212",0,"oudsher","1926","Noord-Brabant","zuid"
"Vlijmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen","http://www.gemeentegeschiedenis.nl/amco/11293",11293,"864",0,"1821","1997","Noord-Brabant","zuid"
"Vlijmen en Engelen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen_en_Engelen","http://www.gemeentegeschiedenis.nl/amco/11293",11293,"",0,"oudsher","1821","Noord-Brabant","zuid"
"Vrijhoeve-Capelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijhoeve-Capelle","http://www.gemeentegeschiedenis.nl/amco/10870",10870,"1216",0,"oudsher","1923","Noord-Brabant","zuid"
"Vught","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vught","http://www.gemeentegeschiedenis.nl/amco/11224",11224,"865",2745153,"oudsher","heden","Noord-Brabant","zuid"
"Waalre","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waalre","http://www.gemeentegeschiedenis.nl/amco/10959",10959,"866",2745126,"oudsher","heden","Noord-Brabant","zuid"
"Waalwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waalwijk","http://www.gemeentegeschiedenis.nl/amco/11359",11359,"867",2745122,"oudsher","heden","Noord-Brabant","zuid"
"Wanroij","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wanroij","http://www.gemeentegeschiedenis.nl/amco/10265",10265,"868",0,"oudsher","1994","Noord-Brabant","zuid"
"Waspik","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waspik","http://www.gemeentegeschiedenis.nl/amco/10402",10402,"869",0,"oudsher","1997","Noord-Brabant","zuid"
"Werkendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Werkendam","http://www.gemeentegeschiedenis.nl/amco/10078",10078,"870",2744826,"oudsher","heden","Noord-Brabant","zuid"
"De Werken en Sleeuwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Werken_en_Sleeuwijk","http://www.gemeentegeschiedenis.nl/amco/10116",10116,"1222",0,"oudsher","1950","Noord-Brabant","zuid"
"Westerhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westerhoven","http://www.gemeentegeschiedenis.nl/amco/11041",11041,"871",0,"oudsher","1997","Noord-Brabant","zuid"
"Wijk en Aalburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijk_en_Aalburg","http://www.gemeentegeschiedenis.nl/amco/11084",11084,"876",0,"oudsher","1973","Noord-Brabant","zuid"
"Willemstad","http://www.gemeentegeschiedenis.nl/gemeentenaam/Willemstad","http://www.gemeentegeschiedenis.nl/amco/10827",10827,"872",0,"oudsher","1997","Noord-Brabant","zuid"
"Woensdrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woensdrecht","http://www.gemeentegeschiedenis.nl/amco/10602",10602,"873",2744256,"oudsher","heden","Noord-Brabant","zuid"
"Woensel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woensel","http://www.gemeentegeschiedenis.nl/amco/10894",10894,"1228",0,"oudsher","1920","Noord-Brabant","zuid"
"Woudrichem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woudrichem","http://www.gemeentegeschiedenis.nl/amco/10282",10282,"874",2744155,"oudsher","heden","Noord-Brabant","zuid"
"Wouw","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wouw","http://www.gemeentegeschiedenis.nl/amco/10808",10808,"875",0,"oudsher","1997","Noord-Brabant","zuid"
"Zeeland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeeland","http://www.gemeentegeschiedenis.nl/amco/10759",10759,"877",0,"oudsher","1994","Noord-Brabant","zuid"
"Zeelst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeelst","http://www.gemeentegeschiedenis.nl/amco/10096",10096,"1233",0,"oudsher","1921","Noord-Brabant","zuid"
"Zesgehuchten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zesgehuchten","http://www.gemeentegeschiedenis.nl/amco/10329",10329,"1235",0,"oudsher","1921","Noord-Brabant","zuid"
"Zevenbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenbergen","http://www.gemeentegeschiedenis.nl/amco/10046",10046,"878",0,"oudsher","1998","Noord-Brabant","zuid"
"Zundert","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zundert","http://www.gemeentegeschiedenis.nl/amco/11192",11192,"879",2743618,"oudsher","heden","Noord-Brabant","zuid"
"Aalsmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aalsmeer","http://www.gemeentegeschiedenis.nl/amco/11264",11264,"358",2760133,"oudsher","heden","Noord-Holland","west"
"Abbekerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Abbekerk","http://www.gemeentegeschiedenis.nl/amco/10439",10439,"359",0,"oudsher","1979","Noord-Holland","west"
"Akersloot","http://www.gemeentegeschiedenis.nl/gemeentenaam/Akersloot","http://www.gemeentegeschiedenis.nl/amco/10346",10346,"360",0,"oudsher","2002","Noord-Holland","west"
"Alkmaar","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alkmaar","http://www.gemeentegeschiedenis.nl/amco/10527",10527,"361",2759898,"oudsher","heden","Noord-Holland","west"
"Amstelveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Amstelveen","http://www.gemeentegeschiedenis.nl/amco/10799",10799,"362",2759797,"1964","heden","Noord-Holland","west"
"Amsterdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Amsterdam","http://www.gemeentegeschiedenis.nl/amco/11150",11150,"363",2759793,"oudsher","heden","Noord-Holland","west"
"Andijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Andijk","http://www.gemeentegeschiedenis.nl/amco/10822",10822,"364",0,"oudsher","2011","Noord-Holland","west"
"Ankeveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ankeveen","http://www.gemeentegeschiedenis.nl/amco/10936",10936,"1014",0,"1818","1966","Noord-Holland","west"
"Anna Paulowna","http://www.gemeentegeschiedenis.nl/gemeentenaam/Anna_Paulowna","http://www.gemeentegeschiedenis.nl/amco/10344",10344,"366",0,"1870","heden","Noord-Holland","west"
"Assendelft","http://www.gemeentegeschiedenis.nl/gemeentenaam/Assendelft","http://www.gemeentegeschiedenis.nl/amco/11373",11373,"367",0,"oudsher","1974","Noord-Holland","west"
"Avenhorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Avenhorn","http://www.gemeentegeschiedenis.nl/amco/11147",11147,"368",0,"oudsher","1979","Noord-Holland","west"
"Bangert","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bangert","http://www.gemeentegeschiedenis.nl/amco/10642",10642,"1246",0,"1979","1980","Noord-Holland","west"
"Barsingerhorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Barsingerhorn","http://www.gemeentegeschiedenis.nl/amco/10973",10973,"369",0,"oudsher","1990","Noord-Holland","west"
"Beemster","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beemster","http://www.gemeentegeschiedenis.nl/amco/10816",10816,"370",2759320,"oudsher","heden","Noord-Holland","west"
"Beets","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beets","http://www.gemeentegeschiedenis.nl/amco/10536",10536,"371",0,"oudsher","1970","Noord-Holland","west"
"Bennebroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bennebroek","http://www.gemeentegeschiedenis.nl/amco/10734",10734,"372",0,"1817","2009","Noord-Holland","west"
"Bergen [NH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergen_NH","http://www.gemeentegeschiedenis.nl/amco/11424",11424,"373",2759151,"oudsher","heden","Noord-Holland","west"
"Berkenrode","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkenrode","http://www.gemeentegeschiedenis.nl/amco/10223",10223,"1306",0,"1817","1857","Noord-Holland","west"
"Berkhout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkhout","http://www.gemeentegeschiedenis.nl/amco/10354",10354,"374",0,"oudsher","1979","Noord-Holland","west"
"Beverwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beverwijk","http://www.gemeentegeschiedenis.nl/amco/10272",10272,"375",2758997,"oudsher","heden","Noord-Holland","west"
"Bijlmermeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bijlmermeer","http://www.gemeentegeschiedenis.nl/amco/11272",11272,"1309",0,"1817","1848","Noord-Holland","west"
"Blaricum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Blaricum","http://www.gemeentegeschiedenis.nl/amco/10493",10493,"376",2758867,"1817","heden","Noord-Holland","west"
"Bloemendaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bloemendaal","http://www.gemeentegeschiedenis.nl/amco/10850",10850,"377",2758802,"oudsher","heden","Noord-Holland","west"
"Blokker","http://www.gemeentegeschiedenis.nl/gemeentenaam/Blokker","http://www.gemeentegeschiedenis.nl/amco/10804",10804,"378",0,"oudsher","1979","Noord-Holland","west"
"Bovenkarspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bovenkarspel","http://www.gemeentegeschiedenis.nl/amco/10945",10945,"379",0,"oudsher","1979","Noord-Holland","west"
"Broek in Waterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Broek_in_Waterland","http://www.gemeentegeschiedenis.nl/amco/10289",10289,"380",0,"oudsher","1991","Noord-Holland","west"
"Broek op Langendijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Broek_op_Langendijk","http://www.gemeentegeschiedenis.nl/amco/10955",10955,"1031",0,"oudsher","1941","Noord-Holland","west"
"Buiksloot","http://www.gemeentegeschiedenis.nl/gemeentenaam/Buiksloot","http://www.gemeentegeschiedenis.nl/amco/10961",10961,"1034",0,"oudsher","1921","Noord-Holland","west"
"Bussum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bussum","http://www.gemeentegeschiedenis.nl/amco/10281",10281,"381",2758063,"1817","heden","Noord-Holland","west"
"Callantsoog","http://www.gemeentegeschiedenis.nl/gemeentenaam/Callantsoog","http://www.gemeentegeschiedenis.nl/amco/10559",10559,"382",0,"1817","1990","Noord-Holland","west"
"Castricum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Castricum","http://www.gemeentegeschiedenis.nl/amco/11287",11287,"383",2757990,"oudsher","heden","Noord-Holland","west"
"Diemen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Diemen","http://www.gemeentegeschiedenis.nl/amco/11039",11039,"384",2756887,"oudsher","heden","Noord-Holland","west"
"Drechterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Drechterland","http://www.gemeentegeschiedenis.nl/amco/10642",10642,"498",6544254,"1980","heden","Noord-Holland","west"
"Durgerdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Durgerdam","http://www.gemeentegeschiedenis.nl/amco/10947",10947,NA,0,"1817","1818","Noord-Holland","west"
"Edam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Edam","http://www.gemeentegeschiedenis.nl/amco/10884",10884,"1315",0,"oudsher","1975","Noord-Holland","west"
"Edam-Volendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Edam-Volendam","http://www.gemeentegeschiedenis.nl/amco/10884",10884,"385",2756430,"1975","heden","Noord-Holland","west"
"Egmond","http://www.gemeentegeschiedenis.nl/gemeentenaam/Egmond","http://www.gemeentegeschiedenis.nl/amco/10421",10421,"357",0,"1978","2001","Noord-Holland","west"
"Egmond aan Zee","http://www.gemeentegeschiedenis.nl/gemeentenaam/Egmond_aan_Zee","http://www.gemeentegeschiedenis.nl/amco/10421",10421,"386",0,"oudsher","1978","Noord-Holland","west"
"Egmond-Binnen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Egmond-Binnen","http://www.gemeentegeschiedenis.nl/amco/10989",10989,"387",0,"oudsher","1978","Noord-Holland","west"
"Enkhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Enkhuizen","http://www.gemeentegeschiedenis.nl/amco/10729",10729,"388",2756076,"oudsher","heden","Noord-Holland","west"
"Etersheim","http://www.gemeentegeschiedenis.nl/gemeentenaam/Etersheim","http://www.gemeentegeschiedenis.nl/amco/11158",11158,"1316",0,"1817","1848","Noord-Holland","west"
"Graft","http://www.gemeentegeschiedenis.nl/gemeentenaam/Graft","http://www.gemeentegeschiedenis.nl/amco/10484",10484,"389",0,"oudsher","1970","Noord-Holland","west"
"Graft-De Rijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Graft-De_Rijp","http://www.gemeentegeschiedenis.nl/amco/11417",11417,"365",2755374,"1970","heden","Noord-Holland","west"
"'s-Graveland","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Graveland","http://www.gemeentegeschiedenis.nl/amco/10534",10534,"390",0,"oudsher","2002","Noord-Holland","west"
"Groet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groet","http://www.gemeentegeschiedenis.nl/amco/10200",10200,"1323",0,"1817","1834","Noord-Holland","west"
"Grootebroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grootebroek","http://www.gemeentegeschiedenis.nl/amco/11337",11337,"391",0,"oudsher","1979","Noord-Holland","west"
"Grosthuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grosthuizen","http://www.gemeentegeschiedenis.nl/amco/11271",11271,"1324",0,"1817","1854","Noord-Holland","west"
"Haarlem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haarlem","http://www.gemeentegeschiedenis.nl/amco/10357",10357,"392",2755002,"oudsher","heden","Noord-Holland","west"
"Haarlemmerliede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haarlemmerliede","http://www.gemeentegeschiedenis.nl/amco/10041",10041,"1325",0,"1817","1857","Noord-Holland","west"
"Haarlemmerliede en Spaarnwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haarlemmerliede_en_Spaarnwoude","http://www.gemeentegeschiedenis.nl/amco/10508",10508,"393",2755000,"1857","heden","Noord-Holland","west"
"Haarlemmermeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haarlemmermeer","http://www.gemeentegeschiedenis.nl/amco/11387",11387,"394",2754999,"1855","heden","Noord-Holland","west"
"Harenkarspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Harenkarspel","http://www.gemeentegeschiedenis.nl/amco/10963",10963,"395",2754836,"oudsher","heden","Noord-Holland","west"
"Heemskerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heemskerk","http://www.gemeentegeschiedenis.nl/amco/10679",10679,"396",2754696,"oudsher","heden","Noord-Holland","west"
"Heemstede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heemstede","http://www.gemeentegeschiedenis.nl/amco/11288",11288,"397",2754691,"oudsher","heden","Noord-Holland","west"
"Heerhugowaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerhugowaard","http://www.gemeentegeschiedenis.nl/amco/10752",10752,"398",2754658,"oudsher","heden","Noord-Holland","west"
"Heiloo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heiloo","http://www.gemeentegeschiedenis.nl/amco/10793",10793,"399",2754515,"oudsher","heden","Noord-Holland","west"
"Den Helder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Den_Helder","http://www.gemeentegeschiedenis.nl/amco/10285",10285,"400",2757219,"oudsher","heden","Noord-Holland","west"
"Hensbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hensbroek","http://www.gemeentegeschiedenis.nl/amco/10181",10181,"401",0,"1817","1979","Noord-Holland","west"
"Hilversum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hilversum","http://www.gemeentegeschiedenis.nl/amco/11285",11285,"402",2754063,"oudsher","heden","Noord-Holland","west"
"Holysloot","http://www.gemeentegeschiedenis.nl/gemeentenaam/Holysloot","http://www.gemeentegeschiedenis.nl/amco/11234",11234,NA,0,"1817","1818","Noord-Holland","west"
"Hoogkarspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogkarspel","http://www.gemeentegeschiedenis.nl/amco/10642",10642,"403",0,"oudsher","1979","Noord-Holland","west"
"Hoogwoud","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogwoud","http://www.gemeentegeschiedenis.nl/amco/11029",11029,"404",0,"oudsher","1979","Noord-Holland","west"
"Hoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoorn","http://www.gemeentegeschiedenis.nl/amco/11392",11392,"405",2753635,"oudsher","heden","Noord-Holland","west"
"Houtrijk en Polanen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Houtrijk_en_Polanen","http://www.gemeentegeschiedenis.nl/amco/11252",11252,"1087",0,"1817","1863","Noord-Holland","west"
"Huizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Huizen","http://www.gemeentegeschiedenis.nl/amco/11170",11170,"406",2753467,"oudsher","heden","Noord-Holland","west"
"Ilpendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ilpendam","http://www.gemeentegeschiedenis.nl/amco/10809",10809,"407",0,"oudsher","1991","Noord-Holland","west"
"Jisp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jisp","http://www.gemeentegeschiedenis.nl/amco/10481",10481,"408",0,"oudsher","1991","Noord-Holland","west"
"Kalslagen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kalslagen","http://www.gemeentegeschiedenis.nl/amco/10724",10724,"1334",0,"1817","1854","Noord-Holland","west"
"Katwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Katwoude","http://www.gemeentegeschiedenis.nl/amco/11136",11136,"409",0,"1817","1991","Noord-Holland","west"
"Koedijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koedijk","http://www.gemeentegeschiedenis.nl/amco/10510",10510,"410",0,"oudsher","1972","Noord-Holland","west"
"Koggenland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koggenland","http://www.gemeentegeschiedenis.nl/amco/10354",10354,"1598",6544220,"2007","heden","Noord-Holland","west"
