"naam","uri_naam","uri_amco","amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio"
"Langbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Langbroek","http://www.gemeentegeschiedenis.nl/amco/11413",11413,"325",0,"oudsher","1996","Utrecht","west"
"Lauwerecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lauwerecht","http://www.gemeentegeschiedenis.nl/amco/10431",10431,NA,0,"1818","1823","Utrecht","west"
"Leersum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leersum","http://www.gemeentegeschiedenis.nl/amco/11142",11142,"326",0,"oudsher","2006","Utrecht","west"
"Leusden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leusden","http://www.gemeentegeschiedenis.nl/amco/10978",10978,"327",2751688,"oudsher","heden","Utrecht","west"
"Linschoten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Linschoten","http://www.gemeentegeschiedenis.nl/amco/11324",11324,"328",0,"oudsher","1989","Utrecht","west"
"Loenen [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen_1","http://www.gemeentegeschiedenis.nl/amco/11202",11202,NA,NA,"oudsher","1817","Utrecht","west"
"Loenen [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen_2","http://www.gemeentegeschiedenis.nl/amco/11202",11202,"329",0,"1820","heden","Utrecht","west"
"Loenen-Kronenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen-Kronenburg","http://www.gemeentegeschiedenis.nl/amco/11439",11439,NA,0,"1817","1820","Utrecht","west"
"Loenersloot","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenersloot","http://www.gemeentegeschiedenis.nl/amco/10208",10208,"1105",0,"1818","1964","Utrecht","west"
"Loosdrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loosdrecht","http://www.gemeentegeschiedenis.nl/amco/10639",10639,"330",0,"oudsher","2002","Utrecht","west"
"Lopik","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lopik","http://www.gemeentegeschiedenis.nl/amco/10333",10333,"331",2751435,"oudsher","heden","Utrecht","west"
"Maarn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maarn","http://www.gemeentegeschiedenis.nl/amco/10392",10392,"332",0,"1818","2006","Utrecht","west"
"Maarssen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maarssen","http://www.gemeentegeschiedenis.nl/amco/10191",10191,"333",0,"oudsher","2011","Utrecht","west"
"Maarssenbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maarssenbroek","http://www.gemeentegeschiedenis.nl/amco/10171",10171,"1342",0,"1818","1857","Utrecht","west"
"Maarsseveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maarsseveen","http://www.gemeentegeschiedenis.nl/amco/10874",10874,"1108",0,"1818","1949","Utrecht","west"
"Maartensdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maartensdijk","http://www.gemeentegeschiedenis.nl/amco/10691",10691,"334",0,"oudsher","2001","Utrecht","west"
"Mijdrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Mijdrecht","http://www.gemeentegeschiedenis.nl/amco/11379",11379,"336",0,"oudsher","1989","Utrecht","west"
"Montfoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Montfoort","http://www.gemeentegeschiedenis.nl/amco/10033",10033,"335",2750625,"oudsher","heden","Utrecht","west"
"Nieuwegein","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwegein","http://www.gemeentegeschiedenis.nl/amco/10374",10374,"356",2750324,"1971","heden","Utrecht","west"
"Nigtevecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nigtevecht","http://www.gemeentegeschiedenis.nl/amco/10160",10160,"337",0,"1818","1989","Utrecht","west"
"Noord-Polsbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noord-Polsbroek","http://www.gemeentegeschiedenis.nl/amco/10993",10993,"1350",0,"1818","1857","Utrecht","west"
"Odijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Odijk","http://www.gemeentegeschiedenis.nl/amco/11003",11003,"1131",0,"1818","1964","Utrecht","west"
"Oudenrijn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudenrijn","http://www.gemeentegeschiedenis.nl/amco/10114",10114,"1144",0,"1818","1954","Utrecht","west"
"Oudewater","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudewater","http://www.gemeentegeschiedenis.nl/amco/10188",10188,"589",2748978,"oudsher","heden","Utrecht","west"
"Oudhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudhuizen","http://www.gemeentegeschiedenis.nl/amco/11171",11171,"1357",0,"1818","1857","Utrecht","west"
"Oud-Wulven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Wulven","http://www.gemeentegeschiedenis.nl/amco/11356",11356,"1355",0,"1818","1857","Utrecht","west"
"Polsbroek [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Polsbroek_1","http://www.gemeentegeschiedenis.nl/amco/10993",10993,NA,0,"oudsher","1818","Utrecht","west"
"Polsbroek [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Polsbroek_2","http://www.gemeentegeschiedenis.nl/amco/10993",10993,"338",0,"1857","1989","Utrecht","west"
"Portengen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Portengen","http://www.gemeentegeschiedenis.nl/amco/10016",10016,"1359",0,"1818","1857","Utrecht","west"
"Renswoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Renswoude","http://www.gemeentegeschiedenis.nl/amco/10269",10269,"339",2748227,"oudsher","heden","Utrecht","west"
"Rhenen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rhenen","http://www.gemeentegeschiedenis.nl/amco/10309",10309,"340",2748184,"oudsher","heden","Utrecht","west"
"Rhijnauwen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rhijnauwen","http://www.gemeentegeschiedenis.nl/amco/10051",10051,"1360",0,"1818","1857","Utrecht","west"
"Rijsenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsenburg","http://www.gemeentegeschiedenis.nl/amco/10613",10613,"1166",0,"1818","1931","Utrecht","west"
"De Ronde Venen","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Ronde_Venen","http://www.gemeentegeschiedenis.nl/amco/11379",11379,"736",6544250,"1989","heden","Utrecht","west"
"Ruwiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ruwiel","http://www.gemeentegeschiedenis.nl/amco/10526",10526,"1164",0,"1818","1964","Utrecht","west"
"Schalkwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schalkwijk","http://www.gemeentegeschiedenis.nl/amco/10378",10378,"1169",0,"oudsher","1962","Utrecht","west"
"Schonauwen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schonauwen","http://www.gemeentegeschiedenis.nl/amco/11098",11098,"1370",0,"1818","1857","Utrecht","west"
"Snelrewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Snelrewaard","http://www.gemeentegeschiedenis.nl/amco/10802",10802,"341",0,"1817","1989","Utrecht","west"
"Soest","http://www.gemeentegeschiedenis.nl/gemeentenaam/Soest","http://www.gemeentegeschiedenis.nl/amco/11021",11021,"342",2747033,"oudsher","heden","Utrecht","west"
"Sterkenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sterkenburg","http://www.gemeentegeschiedenis.nl/amco/10697",10697,"1377",0,"1818","1857","Utrecht","west"
"Stichtse Vecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stichtse_Vecht","http://www.gemeentegeschiedenis.nl/amco/10191",10191,"1904",8260047,"2011","heden","Utrecht","west"
"Stichts Loenen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stichts_Loenen","http://www.gemeentegeschiedenis.nl/amco/11202",11202,NA,NA,"1817","1820","Utrecht","west"
"Stoutenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stoutenburg","http://www.gemeentegeschiedenis.nl/amco/10438",10438,"343",0,"1818","1969","Utrecht","west"
"Teckop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Teckop","http://www.gemeentegeschiedenis.nl/amco/10499",10499,"1382",0,"1817","1857","Utrecht","west"
"Tienhoven [Ut]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tienhoven_Ut","http://www.gemeentegeschiedenis.nl/amco/10035",10035,"1202",0,"oudsher","1957","Utrecht","west"
"Tolsteeg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tolsteeg","http://www.gemeentegeschiedenis.nl/amco/10415",10415,NA,0,"1818","1823","Utrecht","west"
"Tull en 't Waal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tull_en_t_Waal","http://www.gemeentegeschiedenis.nl/amco/11022",11022,"1205",0,"1818","1962","Utrecht","west"
"Utrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Utrecht","http://www.gemeentegeschiedenis.nl/amco/10722",10722,"344",2745911,"oudsher","heden","Utrecht","west"
"Utrechtse Heuvelrug","http://www.gemeentegeschiedenis.nl/gemeentenaam/Utrechtse_Heuvelrug","http://www.gemeentegeschiedenis.nl/amco/10777",10777,"1581",2756685,"2006","heden","Utrecht","west"
"Veenendaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veenendaal","http://www.gemeentegeschiedenis.nl/amco/11052",11052,"345",2745773,"oudsher","heden","Utrecht","west"
"Veldhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhuizen","http://www.gemeentegeschiedenis.nl/amco/10713",10713,"1207",0,"1818","1954","Utrecht","west"
"Vianen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vianen","http://www.gemeentegeschiedenis.nl/amco/10887",10887,"620",2745579,"oudsher","heden","Utrecht","west"
"Vinkeveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vinkeveen","http://www.gemeentegeschiedenis.nl/amco/11048",11048,"1387",0,"oudsher","1841","Utrecht","west"
"Vinkeveen en Waverveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vinkeveen_en_Waverveen","http://www.gemeentegeschiedenis.nl/amco/11048",11048,"346",0,"1841","1989","Utrecht","west"
"Vleuten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vleuten","http://www.gemeentegeschiedenis.nl/amco/10658",10658,"1211",0,"oudsher","1954","Utrecht","west"
"Vleuten-De Meern","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vleuten-De_Meern","http://www.gemeentegeschiedenis.nl/amco/10658",10658,"347",0,"1954","2001","Utrecht","west"
"Vreeland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vreeland","http://www.gemeentegeschiedenis.nl/amco/10898",10898,"1213",0,"oudsher","1964","Utrecht","west"
"Vreeswijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vreeswijk","http://www.gemeentegeschiedenis.nl/amco/10441",10441,"348",0,"oudsher","1971","Utrecht","west"
"De Vuursche","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Vuursche","http://www.gemeentegeschiedenis.nl/amco/11441",11441,"1392",0,"1818","1857","Utrecht","west"
"Waverveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waverveen","http://www.gemeentegeschiedenis.nl/amco/11365",11365,"1393",0,"oudsher","1841","Utrecht","west"
"Werkhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Werkhoven","http://www.gemeentegeschiedenis.nl/amco/11299",11299,"1223",0,"oudsher","1964","Utrecht","west"
"Westbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westbroek","http://www.gemeentegeschiedenis.nl/amco/10145",10145,"1224",0,"oudsher","1957","Utrecht","west"
"Wijk bij Duurstede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijk_bij_Duurstede","http://www.gemeentegeschiedenis.nl/amco/10760",10760,"352",2744482,"oudsher","heden","Utrecht","west"
"Willeskop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Willeskop","http://www.gemeentegeschiedenis.nl/amco/10758",10758,"349",0,"1818","1989","Utrecht","west"
"Willige Langerak","http://www.gemeentegeschiedenis.nl/gemeentenaam/Willige_Langerak","http://www.gemeentegeschiedenis.nl/amco/10368",10368,"1226",0,"1818","1943","Utrecht","west"
"Wilnis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wilnis","http://www.gemeentegeschiedenis.nl/amco/10365",10365,"350",0,"oudsher","1989","Utrecht","west"
"Woerden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woerden","http://www.gemeentegeschiedenis.nl/amco/10974",10974,"632",2744247,"oudsher","heden","Utrecht","west"
"Woudenberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woudenberg","http://www.gemeentegeschiedenis.nl/amco/11398",11398,"351",2744162,"oudsher","heden","Utrecht","west"
"Wulverhorst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wulverhorst","http://www.gemeentegeschiedenis.nl/amco/10817",10817,"1398",0,"1818","1857","Utrecht","west"
"Zegveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zegveld","http://www.gemeentegeschiedenis.nl/amco/10949",10949,"354",0,"oudsher","1989","Utrecht","west"
"Zeist","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeist","http://www.gemeentegeschiedenis.nl/amco/10324",10324,"355",2743976,"oudsher","heden","Utrecht","west"
"Zevender","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevender","http://www.gemeentegeschiedenis.nl/amco/11151",11151,"1399",0,"1817","1857","Utrecht","west"
"Zuid-Polsbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-Polsbroek","http://www.gemeentegeschiedenis.nl/amco/10229",10229,"1401",0,"1817","1857","Utrecht","west"
"Zuilen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuilen","http://www.gemeentegeschiedenis.nl/amco/10059",10059,"1242",0,"oudsher","1954","Utrecht","west"
"Aalburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aalburg","http://www.gemeentegeschiedenis.nl/amco/11084",11084,"738",2760143,"1973","heden","Noord-Brabant","zuid"
"Aalst [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aalst_NB","http://www.gemeentegeschiedenis.nl/amco/11423",11423,"1001",0,"oudsher","1923","Noord-Brabant","zuid"
"Aarle-Rixtel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aarle-Rixtel","http://www.gemeentegeschiedenis.nl/amco/10757",10757,"739",0,"oudsher","1997","Noord-Brabant","zuid"
"Alem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alem","http://www.gemeentegeschiedenis.nl/amco/10745",10745,"",0,"oudsher","1821","Noord-Brabant","zuid"
"Alem, Maren en Kessel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alem__Maren_en_Kessel","http://www.gemeentegeschiedenis.nl/amco/10495",10495,"1007",0,"1821","1958","Noord-Brabant","zuid"
"Almkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Almkerk","http://www.gemeentegeschiedenis.nl/amco/10788",10788,"740",0,"oudsher","1973","Noord-Brabant","zuid"
"Alphen-Chaam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alphen-Chaam","http://www.gemeentegeschiedenis.nl/amco/10710",10710,"1723",6544249,"1997","heden","Noord-Brabant","zuid"
"Alphen en Riel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alphen_en_Riel","http://www.gemeentegeschiedenis.nl/amco/10710",10710,"741",0,"oudsher","1997","Noord-Brabant","zuid"
"Andel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Andel","http://www.gemeentegeschiedenis.nl/amco/10871",10871,"742",0,"oudsher","1973","Noord-Brabant","zuid"
"Asten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Asten","http://www.gemeentegeschiedenis.nl/amco/10478",10478,"743",2759619,"oudsher","heden","Noord-Brabant","zuid"
"Baardwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Baardwijk","http://www.gemeentegeschiedenis.nl/amco/10006",10006,"1015",0,"oudsher","1922","Noord-Brabant","zuid"
"Baarle-Nassau","http://www.gemeentegeschiedenis.nl/gemeentenaam/Baarle-Nassau","http://www.gemeentegeschiedenis.nl/amco/10060",10060,"744",2759553,"oudsher","heden","Noord-Brabant","zuid"
"Bakel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bakel","http://www.gemeentegeschiedenis.nl/amco/10749",10749,"",0,"oudsher","1819","Noord-Brabant","zuid"
"Bakel en Milheeze","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bakel_en_Milheeze","http://www.gemeentegeschiedenis.nl/amco/10749",10749,"745",0,"1819","1997","Noord-Brabant","zuid"
"Beek en Donk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beek_en_Donk","http://www.gemeentegeschiedenis.nl/amco/10173",10173,"746",0,"oudsher","1997","Noord-Brabant","zuid"
"Beek [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beek_NB","http://www.gemeentegeschiedenis.nl/amco/11354",11354,"1247",0,"1942","1951","Noord-Brabant","zuid"
"Beers","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beers","http://www.gemeentegeschiedenis.nl/amco/11410",11410,"747",0,"oudsher","1994","Noord-Brabant","zuid"
"Bergeijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergeijk","http://www.gemeentegeschiedenis.nl/amco/11160",11160,"1724",2759131,"1998","heden","Noord-Brabant","zuid"
"Bergen op Zoom","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergen_op_Zoom","http://www.gemeentegeschiedenis.nl/amco/11037",11037,"748",2759144,"oudsher","heden","Noord-Brabant","zuid"
"Bergeyk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergeyk","http://www.gemeentegeschiedenis.nl/amco/11160",11160,"749",0,"oudsher","1998","Noord-Brabant","zuid"
"Berghem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berghem","http://www.gemeentegeschiedenis.nl/amco/10733",10733,"750",0,"oudsher","1994","Noord-Brabant","zuid"
"Berkel-Enschot","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkel-Enschot","http://www.gemeentegeschiedenis.nl/amco/11132",11132,"751",0,"oudsher","1997","Noord-Brabant","zuid"
"Berlicum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berlicum","http://www.gemeentegeschiedenis.nl/amco/10362",10362,"752",0,"oudsher","1996","Noord-Brabant","zuid"
"Bernheze","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bernheze","http://www.gemeentegeschiedenis.nl/amco/10149",10149,"1721",6544268,"1995","heden","Noord-Brabant","zuid"
"Besoijen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Besoijen","http://www.gemeentegeschiedenis.nl/amco/10056",10056,"1020",0,"oudsher","1922","Noord-Brabant","zuid"
"Best","http://www.gemeentegeschiedenis.nl/gemeentenaam/Best","http://www.gemeentegeschiedenis.nl/amco/10442",10442,"753",2759039,"1821","heden","Noord-Brabant","zuid"
"Beugen en Rijkevoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beugen_en_Rijkevoort","http://www.gemeentegeschiedenis.nl/amco/10252",10252,"1021",0,"oudsher","1942","Noord-Brabant","zuid"
"Bladel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bladel","http://www.gemeentegeschiedenis.nl/amco/11006",11006,"1728",0,"1997","heden","Noord-Brabant","zuid"
"Bladel en Netersel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bladel_en_Netersel","http://www.gemeentegeschiedenis.nl/amco/11006",11006,"754",2758877,"oudsher","1997","Noord-Brabant","zuid"
"Boekel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boekel","http://www.gemeentegeschiedenis.nl/amco/10432",10432,"755",2758757,"oudsher","heden","Noord-Brabant","zuid"
"Bokhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bokhoven","http://www.gemeentegeschiedenis.nl/amco/11083",11083,"1023",0,"oudsher","1922","Noord-Brabant","zuid"
"Borkel en Schaft","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borkel_en_Schaft","http://www.gemeentegeschiedenis.nl/amco/11013",11013,"1026",0,"oudsher","1934","Noord-Brabant","zuid"
"Boxmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boxmeer","http://www.gemeentegeschiedenis.nl/amco/11227",11227,"756",2758461,"oudsher","heden","Noord-Brabant","zuid"
"Boxtel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boxtel","http://www.gemeentegeschiedenis.nl/amco/10083",10083,"757",2758459,"oudsher","heden","Noord-Brabant","zuid"
"Breda","http://www.gemeentegeschiedenis.nl/gemeentenaam/Breda","http://www.gemeentegeschiedenis.nl/amco/10154",10154,"758",2758400,"oudsher","heden","Noord-Brabant","zuid"
"Budel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Budel","http://www.gemeentegeschiedenis.nl/amco/10219",10219,"759",0,"oudsher","1998","Noord-Brabant","zuid"
"Capelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Capelle","http://www.gemeentegeschiedenis.nl/amco/11233",11233,"1036",0,"oudsher","1923","Noord-Brabant","zuid"
"Chaam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Chaam","http://www.gemeentegeschiedenis.nl/amco/11433",11433,"760",0,"oudsher","1997","Noord-Brabant","zuid"
"Cranendonck","http://www.gemeentegeschiedenis.nl/gemeentenaam/Cranendonck","http://www.gemeentegeschiedenis.nl/amco/10219",10219,"1706",6544288,"1998","heden","Noord-Brabant","zuid"
"Cromvoirt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Cromvoirt","http://www.gemeentegeschiedenis.nl/amco/10053",10053,"1039",0,"oudsher","1933","Noord-Brabant","zuid"
"Cuijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Cuijk","http://www.gemeentegeschiedenis.nl/amco/10023",10023,"1684",2757873,"1994","heden","Noord-Brabant","zuid"
