"amco","naam","uri_naam","uri_amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio","gm_naam","cbscode","regio2"
10618,"Zederik","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zederik","http://www.gemeentegeschiedenis.nl/amco/10618","707",6544267,"1986","heden","Zuid-Holland","west","Meerkerk",557,"zuidwest"
10619,"Stavenisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stavenisse","http://www.gemeentegeschiedenis.nl/amco/10619","714",0,"oudsher","1971","Zeeland","west","Stavenisse",714,"zuidwest"
10620,"Velsen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Velsen","http://www.gemeentegeschiedenis.nl/amco/10620","453",2745675,"oudsher","heden","Noord-Holland","west","Velsen",453,"noordwest"
10621,"Emmikhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Emmikhoven","http://www.gemeentegeschiedenis.nl/amco/10621","1056",0,"oudsher","1879","Noord-Brabant","zuid","Emmikhoven",1056,"zuidwest"
10622,"Eelde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Eelde","http://www.gemeentegeschiedenis.nl/amco/10622","113",0,"oudsher","1998","Drenthe","noord","Eelde",113,"noordoost"
10623,"Bath","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bath","http://www.gemeentegeschiedenis.nl/amco/10623","1018",0,"1816","1878","Zeeland","west","Bath",1018,"zuidwest"
10624,"Grevenbicht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grevenbicht","http://www.gemeentegeschiedenis.nl/amco/10624","910",0,"oudsher","1982","Limburg","zuid","Grevenbicht",910,"zuidoost"
10625,"Kessel [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kessel_NB","http://www.gemeentegeschiedenis.nl/amco/10625","",0,"oudsher","1821","Noord-Brabant","zuid",NA,NA,NA
10626,"Schuddebeurs en Simonshaven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schuddebeurs_en_Simonshaven","http://www.gemeentegeschiedenis.nl/amco/10626","1371",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10627,"Schoorl","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoorl","http://www.gemeentegeschiedenis.nl/amco/10627","444",0,"oudsher","2001","Noord-Holland","west","Schoorl",444,"noordwest"
10628,"Kloosterburen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kloosterburen","http://www.gemeentegeschiedenis.nl/amco/10628","21",0,"oudsher","1990","Groningen","noord","Kloosterburen",21,"noordoost"
10629,"Ruinen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ruinen","http://www.gemeentegeschiedenis.nl/amco/10629","127",0,"oudsher","1998","Drenthe","noord","Ruinen",127,"noordoost"
10630,"Vries","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vries","http://www.gemeentegeschiedenis.nl/amco/10630","133",0,"oudsher","1998","Drenthe","noord","Vries",133,"noordoost"
10631,"Wijdenes","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijdenes","http://www.gemeentegeschiedenis.nl/amco/10631","469",0,"1817","1970","Noord-Holland","west","Wijdenes",469,"noordwest"
10632,"Sint Joosland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Joosland","http://www.gemeentegeschiedenis.nl/amco/10632","",0,"oudsher","1816","Zeeland","west",NA,NA,NA
10633,"Zalk en Veecaten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zalk_en_Veecaten","http://www.gemeentegeschiedenis.nl/amco/10633","1232",0,"oudsher","1937","Overijssel","oost","Zalk en Veecaten",1232,"noordoost"
10634,"Baarland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Baarland","http://www.gemeentegeschiedenis.nl/amco/10634","651",0,"oudsher","1970","Zeeland","west","Baarland",651,"zuidwest"
10635,"Vrouwenpolder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrouwenpolder","http://www.gemeentegeschiedenis.nl/amco/10635","1214",0,"oudsher","1966","Zeeland","west","Vrouwenpolder",1214,"zuidwest"
10636,"Hengstdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hengstdijk","http://www.gemeentegeschiedenis.nl/amco/10636","1077",0,"oudsher","1936","Zeeland","west","Hengstdijk",1077,"zuidwest"
10637,"Lieshout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lieshout","http://www.gemeentegeschiedenis.nl/amco/10637","807",0,"oudsher","1997","Noord-Brabant","zuid","Lieshout",807,"zuidoost"
10638,"Everdingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Everdingen","http://www.gemeentegeschiedenis.nl/amco/10638","508",0,"oudsher","1986","Zuid-Holland","west","Everdingen",508,"zuidwest"
10639,"Loosdrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loosdrecht","http://www.gemeentegeschiedenis.nl/amco/10639","330",0,"oudsher","2002","Utrecht","west","Loosdrecht",330,"zuidwest"
10640,"'s-Gravenzande","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenzande","http://www.gemeentegeschiedenis.nl/amco/10640","519",0,"oudsher","2004","Zuid-Holland","west","'s-Gravenzande",519,"zuidwest"
10641,"IJsselmuiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJsselmuiden","http://www.gemeentegeschiedenis.nl/amco/10641","191",0,"oudsher","2001","Overijssel","oost","IJsselmuiden",191,"noordoost"
10642,"Hoogkarspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogkarspel","http://www.gemeentegeschiedenis.nl/amco/10642","403",0,"oudsher","1979","Noord-Holland","west","Hoogkarspel",403,"noordwest"
10642,"Drechterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Drechterland","http://www.gemeentegeschiedenis.nl/amco/10642","498",6544254,"1980","heden","Noord-Holland","west","Hoogkarspel",403,"noordwest"
10642,"Bangert","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bangert","http://www.gemeentegeschiedenis.nl/amco/10642","1246",0,"1979","1980","Noord-Holland","west","Hoogkarspel",403,"noordwest"
10643,"Vriezenveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vriezenveen","http://www.gemeentegeschiedenis.nl/amco/10643","186",0,"oudsher","2002","Overijssel","oost","Vriezenveen",186,"noordoost"
10643,"Twenterand","http://www.gemeentegeschiedenis.nl/gemeentenaam/Twenterand","http://www.gemeentegeschiedenis.nl/amco/10643","1700",6544245,"2002","heden","Overijssel","oost","Vriezenveen",186,"noordoost"
10644,"Vlodrop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlodrop","http://www.gemeentegeschiedenis.nl/amco/10644","985",0,"oudsher","1991","Limburg","zuid","Vlodrop",985,"zuidoost"
10645,"Jelsum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jelsum","http://www.gemeentegeschiedenis.nl/amco/10645",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10646,"Ridderkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ridderkerk","http://www.gemeentegeschiedenis.nl/amco/10646","597",2748171,"oudsher","heden","Zuid-Holland","west","Ridderkerk",597,"zuidwest"
10647,"Hien en Dodewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hien_en_Dodewaard","http://www.gemeentegeschiedenis.nl/amco/10647",NA,0,"oudsher","1818","Gelderland","oost","Dodewaard",220,"zuidoost"
10647,"Dodewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dodewaard","http://www.gemeentegeschiedenis.nl/amco/10647","220",0,"1818","2002","Gelderland","oost","Dodewaard",220,"zuidoost"
10648,"Wormer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wormer","http://www.gemeentegeschiedenis.nl/amco/10648","467",0,"oudsher","1991","Noord-Holland","west","Wormer",467,"noordwest"
10648,"Wormerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wormerland","http://www.gemeentegeschiedenis.nl/amco/10648","880",6544263,"1991","heden","Noord-Holland","west","Wormer",467,"noordwest"
10649,"Laren [NH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Laren_NH","http://www.gemeentegeschiedenis.nl/amco/10649","417",2751873,"oudsher","heden","Noord-Holland","west","Laren (NH.)",417,"zuidwest"
10650,"Dantumawoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dantumawoude","http://www.gemeentegeschiedenis.nl/amco/10650",NA,0,"oudsher","1816","Friesland","noord","Dantumadeel",65,"noordoost"
10650,"Dantumadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dantumadeel","http://www.gemeentegeschiedenis.nl/amco/10650","65",0,"1816","2009","Friesland","noord","Dantumadeel",65,"noordoost"
10651,"Schellingwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schellingwoude","http://www.gemeentegeschiedenis.nl/amco/10651","1368",0,"1817","1857","Noord-Holland","west",NA,NA,NA
10652,"Ritthem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ritthem","http://www.gemeentegeschiedenis.nl/amco/10652","1163",0,"oudsher","1966","Zeeland","west","Ritthem",1163,"zuidwest"
10653,"Lunteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lunteren","http://www.gemeentegeschiedenis.nl/amco/10653",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10654,"Zwollerkerspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwollerkerspel","http://www.gemeentegeschiedenis.nl/amco/10654","1245",0,"oudsher","1967","Overijssel","oost","Zwollerkerspel",1245,"noordoost"
10655,"Broeksittard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Broeksittard","http://www.gemeentegeschiedenis.nl/amco/10655","1032",0,"1817","1942","Limburg","zuid","Broeksittard",1032,"zuidoost"
10656,"Klundert","http://www.gemeentegeschiedenis.nl/gemeentenaam/Klundert","http://www.gemeentegeschiedenis.nl/amco/10656","804",0,"oudsher","1997","Noord-Brabant","zuid","Klundert",804,"zuidwest"
10657,"Hoogeloon, Hapert en Casteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeloon__Hapert_en_Casteren","http://www.gemeentegeschiedenis.nl/amco/10657","800",0,"oudsher","1997","Noord-Brabant","zuid","Hoogeloon, Hapert en Casteren",800,"zuidwest"
10658,"Vleuten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vleuten","http://www.gemeentegeschiedenis.nl/amco/10658","1211",0,"oudsher","1954","Utrecht","west","Vleuten",1211,"zuidwest"
10658,"Vleuten-De Meern","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vleuten-De_Meern","http://www.gemeentegeschiedenis.nl/amco/10658","347",0,"1954","2001","Utrecht","west","Vleuten",1211,"zuidwest"
10659,"Sprang","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang","http://www.gemeentegeschiedenis.nl/amco/10659","1187",0,"oudsher","1923","Noord-Brabant","zuid","Sprang",1187,"zuidwest"
10670,"Langebakkersoord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Langebakkersoord","http://www.gemeentegeschiedenis.nl/amco/10670",NA,0,"1817","1826","Zuid-Holland","west",NA,NA,NA
10671,"Reek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reek","http://www.gemeentegeschiedenis.nl/amco/10671","1158",0,"oudsher","1942","Noord-Brabant","zuid","Reek",1158,"zuidoost"
10672,"Hindeloopen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hindeloopen","http://www.gemeentegeschiedenis.nl/amco/10672","77",0,"oudsher","1984","Friesland","noord","Hindeloopen",77,"noordoost"
10673,"Hattem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hattem","http://www.gemeentegeschiedenis.nl/amco/10673","244",2754767,"oudsher","heden","Gelderland","oost","Hattem",244,"noordoost"
10674,"Goes","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goes","http://www.gemeentegeschiedenis.nl/amco/10674","664",2755475,"oudsher","heden","Zeeland","west","Goes",664,"zuidwest"
10675,"Zwammerdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwammerdam","http://www.gemeentegeschiedenis.nl/amco/10675","1244",0,"oudsher","1964","Zuid-Holland","west","Zwammerdam",1244,"zuidwest"
10676,"Wierden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wierden","http://www.gemeentegeschiedenis.nl/amco/10676","189",2744548,"oudsher","heden","Overijssel","oost","Wierden",189,"noordoost"
10677,"Teteringen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Teteringen","http://www.gemeentegeschiedenis.nl/amco/10677","854",0,"oudsher","1997","Noord-Brabant","zuid","Teteringen",854,"zuidwest"
10678,"Brijdorpe","http://www.gemeentegeschiedenis.nl/gemeentenaam/Brijdorpe","http://www.gemeentegeschiedenis.nl/amco/10678","",0,"oudsher","1813","Zeeland","west",NA,NA,NA
10679,"Heemskerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heemskerk","http://www.gemeentegeschiedenis.nl/amco/10679","396",2754696,"oudsher","heden","Noord-Holland","west","Heemskerk",396,"noordwest"
10680,"Schoterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoterland","http://www.gemeentegeschiedenis.nl/amco/10680","1174",0,"1816","1934","Friesland","noord","Schoterland",1174,"noordoost"
10680,"Heerenveen [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerenveen_1","http://www.gemeentegeschiedenis.nl/amco/10680",NA,0,"oudsher","1816","Friesland","noord","Schoterland",1174,"noordoost"
10680,"Heerenveen [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerenveen_2","http://www.gemeentegeschiedenis.nl/amco/10680","74",2754668,"1934","heden","Friesland","noord","Schoterland",1174,"noordoost"
10681,"Nederweert","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederweert","http://www.gemeentegeschiedenis.nl/amco/10681","946",2750466,"oudsher","heden","Limburg","zuid","Nederweert",946,"zuidoost"
10682,"Neer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Neer","http://www.gemeentegeschiedenis.nl/amco/10682","947",0,"oudsher","1991","Limburg","zuid","Neer",947,"zuidoost"
10683,"Overschie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Overschie","http://www.gemeentegeschiedenis.nl/amco/10683","1149",0,"oudsher","1941","Zuid-Holland","west","Overschie",1149,"zuidwest"
10684,"Rosendaal [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rosendaal_Ge","http://www.gemeentegeschiedenis.nl/amco/10684","277",NA,"1818","1933","Gelderland","oost","Rozendaal",277,"zuidoost"
10684,"Rozendaal [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rozendaal_Ge","http://www.gemeentegeschiedenis.nl/amco/10684","277",NA,"1933","heden","Gelderland","oost","Rozendaal",277,"zuidoost"
10685,"Leerdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leerdam","http://www.gemeentegeschiedenis.nl/amco/10685","545",2751807,"oudsher","heden","Zuid-Holland","west","Leerdam",545,"zuidwest"
10686,"Biert","http://www.gemeentegeschiedenis.nl/gemeentenaam/Biert","http://www.gemeentegeschiedenis.nl/amco/10686","1307",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10687,"Haske","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haske","http://www.gemeentegeschiedenis.nl/amco/10687",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10688,"IJzendijke","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJzendijke","http://www.gemeentegeschiedenis.nl/amco/10688","730",0,"oudsher","1970","Zeeland","west","IJzendijke",730,"zuidwest"
10689,"Blokzijl","http://www.gemeentegeschiedenis.nl/gemeentenaam/Blokzijl","http://www.gemeentegeschiedenis.nl/amco/10689","146",0,"oudsher","1973","Overijssel","oost","Blokzijl",146,"noordoost"
10690,"Dinther","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dinther","http://www.gemeentegeschiedenis.nl/amco/10690","1044",0,"oudsher","1969","Noord-Brabant","zuid","Dinther",1044,"zuidoost"
10690,"Heeswijk-Dinther","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heeswijk-Dinther","http://www.gemeentegeschiedenis.nl/amco/10690","792",0,"1969","1994","Noord-Brabant","zuid","Dinther",1044,"zuidoost"
10691,"Maartensdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maartensdijk","http://www.gemeentegeschiedenis.nl/amco/10691","334",0,"oudsher","2001","Utrecht","west","Maartensdijk",334,"zuidwest"
10692,"Maasbommel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasbommel","http://www.gemeentegeschiedenis.nl/amco/10692",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10693,"Nederslingeland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederslingeland","http://www.gemeentegeschiedenis.nl/amco/10693","1347",0,"1817","1857","Zuid-Holland","west",NA,NA,NA
10694,"Tubbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tubbergen","http://www.gemeentegeschiedenis.nl/amco/10694","183",2746132,"oudsher","heden","Overijssel","oost","Tubbergen",183,"noordoost"
10695,"Westmaas","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westmaas","http://www.gemeentegeschiedenis.nl/amco/10695","631",0,"1817","1984","Zuid-Holland","west","Westmaas",631,"zuidwest"
10696,"Ursem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ursem","http://www.gemeentegeschiedenis.nl/amco/10696","452",0,"oudsher","1979","Noord-Holland","west","Ursem",452,"noordwest"
10697,"Sterkenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sterkenburg","http://www.gemeentegeschiedenis.nl/amco/10697","1377",0,"1818","1857","Utrecht","west",NA,NA,NA
10698,"Velp [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Velp_Ge","http://www.gemeentegeschiedenis.nl/amco/10698",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10699,"Roden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roden","http://www.gemeentegeschiedenis.nl/amco/10699","125",0,"oudsher","1998","Drenthe","noord","Roden",125,"noordoost"
10699,"Noordenveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordenveld","http://www.gemeentegeschiedenis.nl/amco/10699","1699",6544287,"1998","heden","Drenthe","noord","Roden",125,"noordoost"
10700,"Urmond","http://www.gemeentegeschiedenis.nl/gemeentenaam/Urmond","http://www.gemeentegeschiedenis.nl/amco/10700","980",0,"oudsher","1982","Limburg","zuid","Urmond",980,"zuidoost"
10701,"Haamstede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haamstede","http://www.gemeentegeschiedenis.nl/amco/10701","1068",0,"oudsher","1961","Zeeland","west","Haamstede",1068,"zuidwest"
10701,"Westerschouwen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westerschouwen","http://www.gemeentegeschiedenis.nl/amco/10701","725",0,"1961","1997","Zeeland","west","Haamstede",1068,"zuidwest"
10702,"Leiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leiden","http://www.gemeentegeschiedenis.nl/amco/10702","546",2751772,"oudsher","heden","Zuid-Holland","west","Leiden",546,"zuidwest"
10703,"Zwartewaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwartewaal","http://www.gemeentegeschiedenis.nl/amco/10703","641",0,"oudsher","1980","Zuid-Holland","west","Zwartewaal",641,"zuidwest"
10704,"Terneuzen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Terneuzen","http://www.gemeentegeschiedenis.nl/amco/10704","715",NA,"1940","heden","Zeeland","west","Terneuzen",715,"zuidwest"
10704,"Neuzen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Neuzen","http://www.gemeentegeschiedenis.nl/amco/10704","715",NA,"oudsher","1877","Zeeland","west","Terneuzen",715,"zuidwest"
10704,"Ter Neuzen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ter_Neuzen","http://www.gemeentegeschiedenis.nl/amco/10704","715",NA,"1877","1940","Zeeland","west","Terneuzen",715,"zuidwest"
10705,"Gassel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gassel","http://www.gemeentegeschiedenis.nl/amco/10705","1059",0,"oudsher","1942","Noord-Brabant","zuid","Gassel",1059,"zuidoost"
10706,"Tienhoven [ZH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tienhoven_ZH","http://www.gemeentegeschiedenis.nl/amco/10706","618",0,"1817","1986","Zuid-Holland","west","Tienhoven (ZH.)",618,"zuidwest"
10707,"Katwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Katwijk","http://www.gemeentegeschiedenis.nl/amco/10707","537",2753012,"oudsher","heden","Zuid-Holland","west","Katwijk",537,"zuidwest"
10708,"Giethoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Giethoorn","http://www.gemeentegeschiedenis.nl/amco/10708","155",0,"oudsher","1973","Overijssel","oost","Giethoorn",155,"noordoost"
10709,"Esch","http://www.gemeentegeschiedenis.nl/gemeentenaam/Esch","http://www.gemeentegeschiedenis.nl/amco/10709","776",0,"oudsher","1996","Noord-Brabant","zuid","Esch",776,"zuidwest"
10710,"Alphen en Riel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alphen_en_Riel","http://www.gemeentegeschiedenis.nl/amco/10710","741",0,"oudsher","1997","Noord-Brabant","zuid","Alphen en Riel",741,"zuidwest"
10710,"Alphen-Chaam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alphen-Chaam","http://www.gemeentegeschiedenis.nl/amco/10710","1723",6544249,"1997","heden","Noord-Brabant","zuid","Alphen en Riel",741,"zuidwest"
10711,"Scheemda","http://www.gemeentegeschiedenis.nl/gemeentenaam/Scheemda","http://www.gemeentegeschiedenis.nl/amco/10711","39",0,"oudsher","2010","Groningen","noord","Scheemda",39,"noordoost"
10712,"Abcoude-Proostdij","http://www.gemeentegeschiedenis.nl/gemeentenaam/Abcoude-Proostdij","http://www.gemeentegeschiedenis.nl/amco/10712","1004",0,"1818","1941","Utrecht","west","Abcoude-Proosdij",1004,"zuidwest"
10712,"Abcoude [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Abcoude_1","http://www.gemeentegeschiedenis.nl/amco/10712",NA,0,"oudsher","1818","Utrecht","west","Abcoude-Proosdij",1004,"zuidwest"
10712,"Abcoude [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Abcoude_2","http://www.gemeentegeschiedenis.nl/amco/10712","305",0,"1941","2011","Utrecht","west","Abcoude-Proosdij",1004,"zuidwest"
10713,"Veldhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhuizen","http://www.gemeentegeschiedenis.nl/amco/10713","1207",0,"1818","1954","Utrecht","west","Veldhuizen",1207,"zuidwest"
10714,"Oude Tonge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_Tonge","http://www.gemeentegeschiedenis.nl/amco/10714","1143",0,"oudsher","1966","Zuid-Holland","west","Oude-Tonge",1143,"zuidwest"
10714,"Oostflakkee","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostflakkee","http://www.gemeentegeschiedenis.nl/amco/10714","580",2749380,"1966","heden","Zuid-Holland","west","Oude-Tonge",1143,"zuidwest"
10715,"Nederhorst den Berg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederhorst_den_Berg","http://www.gemeentegeschiedenis.nl/amco/10715","426",0,"oudsher","2002","Noord-Holland","west","Nederhorst den Berg",426,"zuidwest"
10716,"Sint Maartensdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Maartensdijk","http://www.gemeentegeschiedenis.nl/amco/10716","711",0,"oudsher","1971","Zeeland","west","Sint-Maartensdijk",711,"zuidwest"
10717,"Garderen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Garderen","http://www.gemeentegeschiedenis.nl/amco/10717",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10718,"Veenhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veenhuizen","http://www.gemeentegeschiedenis.nl/amco/10718","1384",0,"1817","1854","Noord-Holland","west",NA,NA,NA
10719,"Lobith","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lobith","http://www.gemeentegeschiedenis.nl/amco/10719",NA,0,"1817","1818","Gelderland","oost",NA,NA,NA
10720,"Oostkapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostkapelle","http://www.gemeentegeschiedenis.nl/amco/10720","1137",0,"oudsher","1966","Zeeland","west","Oostkapelle",1137,"zuidwest"
10721,"'s-Heerenhoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Heerenhoek","http://www.gemeentegeschiedenis.nl/amco/10721","671",0,"oudsher","1970","Zeeland","west","'s-Heerenhoek",671,"zuidwest"
10722,"Utrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Utrecht","http://www.gemeentegeschiedenis.nl/amco/10722","344",2745911,"oudsher","heden","Utrecht","west","Utrecht",344,"zuidwest"
10723,"Wijchen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijchen","http://www.gemeentegeschiedenis.nl/amco/10723","296",2744513,"oudsher","heden","Gelderland","oost","Wijchen",296,"zuidoost"
10724,"Kalslagen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kalslagen","http://www.gemeentegeschiedenis.nl/amco/10724","1334",0,"1817","1854","Noord-Holland","west",NA,NA,NA
10725,"Wimmenum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wimmenum","http://www.gemeentegeschiedenis.nl/amco/10725","1397",0,"1817","1857","Noord-Holland","west",NA,NA,NA
10727,"Brigdamme","http://www.gemeentegeschiedenis.nl/gemeentenaam/Brigdamme","http://www.gemeentegeschiedenis.nl/amco/10727","",0,"oudsher","1816","Zeeland","west",NA,NA,NA
10728,"Nieuwkoop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwkoop","http://www.gemeentegeschiedenis.nl/amco/10728","569",2750186,"oudsher","heden","Zuid-Holland","west","Nieuwkoop",569,"zuidwest"
10729,"Enkhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Enkhuizen","http://www.gemeentegeschiedenis.nl/amco/10729","388",2756076,"oudsher","heden","Noord-Holland","west","Enkhuizen",388,"noordwest"
10730,"Overslag","http://www.gemeentegeschiedenis.nl/gemeentenaam/Overslag","http://www.gemeentegeschiedenis.nl/amco/10730","697",0,"oudsher","1970","Zeeland","west","Overslag",697,"zuidwest"
10731,"Steenbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Steenbergen","http://www.gemeentegeschiedenis.nl/amco/10731","0851 (Steenbergen), 1376 (Steenbergen en Kruisland)",2746801,"oudsher","heden","Noord-Brabant","zuid","Steenbergen en Kruisland",1376,"zuidwest"
10732,"Ermelo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ermelo","http://www.gemeentegeschiedenis.nl/amco/10732","233",2756038,"oudsher","heden","Gelderland","oost","Ermelo",233,"noordoost"
10733,"Berghem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berghem","http://www.gemeentegeschiedenis.nl/amco/10733","750",0,"oudsher","1994","Noord-Brabant","zuid","Berghem",750,"zuidoost"
10734,"Bennebroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bennebroek","http://www.gemeentegeschiedenis.nl/amco/10734","372",0,"1817","2009","Noord-Holland","west","Bennebroek",372,"noordwest"
10735,"Spijkenisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijkenisse","http://www.gemeentegeschiedenis.nl/amco/10735","612",2746931,"oudsher","heden","Zuid-Holland","west","Spijkenisse",612,"zuidwest"
10736,"Nunhem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nunhem","http://www.gemeentegeschiedenis.nl/amco/10736","1130",0,"oudsher","1942","Limburg","zuid","Nunhem",1130,"zuidoost"
