"amco","naam","uri_naam","uri_amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio","gm_naam","cbscode","regio2"
11330,"Benschop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Benschop","http://www.gemeentegeschiedenis.nl/amco/11330","309",0,"oudsher","1989","Utrecht","west","Benschop",309,"zuidwest"
11331,"Sliedrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sliedrecht","http://www.gemeentegeschiedenis.nl/amco/11331","610",2747168,"oudsher","heden","Zuid-Holland","west","Sliedrecht",610,"zuidwest"
11332,"Oldekerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldekerk","http://www.gemeentegeschiedenis.nl/amco/11332","36",0,"oudsher","1990","Groningen","noord","Oldekerk",36,"noordoost"
11333,"Tegelen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tegelen","http://www.gemeentegeschiedenis.nl/amco/11333","976",0,"oudsher","2001","Limburg","zuid","Tegelen",976,"zuidoost"
11334,"Borgharen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borgharen","http://www.gemeentegeschiedenis.nl/amco/11334","896",0,"oudsher","1970","Limburg","zuid","Borgharen",896,"zuidoost"
11335,"Landgraaf","http://www.gemeentegeschiedenis.nl/gemeentenaam/Landgraaf","http://www.gemeentegeschiedenis.nl/amco/11335","882",6544258,"1982","heden","Limburg","zuid","Schaesberg",960,"zuidoost"
11335,"Schaesberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schaesberg","http://www.gemeentegeschiedenis.nl/amco/11335","960",0,"oudsher","1982","Limburg","zuid","Schaesberg",960,"zuidoost"
11336,"Gerverskop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gerverskop","http://www.gemeentegeschiedenis.nl/amco/11336","1318",0,"1818","1857","Utrecht","west",NA,NA,NA
11337,"Stede Broec","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stede_Broec","http://www.gemeentegeschiedenis.nl/amco/11337","532",6544238,"1979","heden","Noord-Holland","west","Grootebroek",391,"noordwest"
11337,"Grootebroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grootebroek","http://www.gemeentegeschiedenis.nl/amco/11337","391",0,"oudsher","1979","Noord-Holland","west","Grootebroek",391,"noordwest"
11338,"Obdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Obdam","http://www.gemeentegeschiedenis.nl/amco/11338","429",0,"oudsher","2007","Noord-Holland","west","Obdam",429,"noordwest"
11339,"Gramsbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gramsbergen","http://www.gemeentegeschiedenis.nl/amco/11339","157",0,"oudsher","2001","Overijssel","oost","Gramsbergen",157,"noordoost"
11340,"Nieuw- en Sint Joosland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-_en_Sint_Joosland","http://www.gemeentegeschiedenis.nl/amco/11340","1117",0,"1816","1966","Zeeland","west","Nieuw- en Sint Joosland",1117,"zuidwest"
11340,"Nieuwland [Walcheren]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland_Walcheren","http://www.gemeentegeschiedenis.nl/amco/11340","",0,"oudsher","1816","Zeeland","west","Nieuw- en Sint Joosland",1117,"zuidwest"
11341,"Voerendaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Voerendaal","http://www.gemeentegeschiedenis.nl/amco/11341","986",2745368,"oudsher","heden","Limburg","zuid","Voerendaal",986,"zuidoost"
11342,"Noord-Waddinxveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noord-Waddinxveen","http://www.gemeentegeschiedenis.nl/amco/11342","1125",0,"1817","1870","Zuid-Holland","west","Noord-Waddinxveen",1125,"zuidwest"
11343,"Bunschoten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bunschoten","http://www.gemeentegeschiedenis.nl/amco/11343","313",2758103,"oudsher","heden","Utrecht","west","Bunschoten",313,"zuidwest"
11344,"Dirksland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dirksland","http://www.gemeentegeschiedenis.nl/amco/11344","504",2756786,"oudsher","heden","Zuid-Holland","west","Dirksland",504,"zuidwest"
11345,"Ferwerd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerd","http://www.gemeentegeschiedenis.nl/amco/11345",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11346,"Numansdorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Numansdorp","http://www.gemeentegeschiedenis.nl/amco/11346","578",0,"oudsher","1984","Zuid-Holland","west","Numansdorp",578,"zuidwest"
11346,"Cromstrijen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Cromstrijen","http://www.gemeentegeschiedenis.nl/amco/11346","611",6544284,"1984","heden","Zuid-Holland","west","Numansdorp",578,"zuidwest"
11347,"Steenwijkerwold","http://www.gemeentegeschiedenis.nl/gemeentenaam/Steenwijkerwold","http://www.gemeentegeschiedenis.nl/amco/11347","182",0,"oudsher","1973","Overijssel","oost","Steenwijkerwold",182,"noordoost"
11348,"Oud-Vroenhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Vroenhoven","http://www.gemeentegeschiedenis.nl/amco/11348","1141",0,"1839","1920","Limburg","zuid","Oud-Vroenhoven",1141,"zuidoost"
11349,"Ameide","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ameide","http://www.gemeentegeschiedenis.nl/amco/11349","485",0,"oudsher","1986","Zuid-Holland","west","Ameide",485,"zuidwest"
11351,"Leimuiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leimuiden","http://www.gemeentegeschiedenis.nl/amco/11351","549",0,"oudsher","1991","Zuid-Holland","west","Leimuiden",549,"zuidwest"
11352,"Maasbree","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasbree","http://www.gemeentegeschiedenis.nl/amco/11352","934",0,"1818","2010","Limburg","zuid","Maasbree",934,"zuidoost"
11352,"Bree","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bree","http://www.gemeentegeschiedenis.nl/amco/11352",NA,0,"oudsher","1818","Limburg","zuid","Maasbree",934,"zuidoost"
11353,"Wieldrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieldrecht","http://www.gemeentegeschiedenis.nl/amco/11353","1396",0,"1817","1857","Zuid-Holland","west",NA,NA,NA
11354,"Beek [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beek_NB","http://www.gemeentegeschiedenis.nl/amco/11354","1247",0,"1942","1951","Noord-Brabant","zuid",NA,NA,NA
11354,"Prinsenbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Prinsenbeek","http://www.gemeentegeschiedenis.nl/amco/11354","832",0,"1951","1997","Noord-Brabant","zuid",NA,NA,NA
11355,"Rheden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rheden","http://www.gemeentegeschiedenis.nl/amco/11355","275",2748200,"1818","heden","Gelderland","oost","Rheden",275,"zuidoost"
11355,"Dieren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dieren","http://www.gemeentegeschiedenis.nl/amco/11355",NA,0,"oudsher","1818","Gelderland","oost","Rheden",275,"zuidoost"
11356,"Oud-Wulven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Wulven","http://www.gemeentegeschiedenis.nl/amco/11356","1355",0,"1818","1857","Utrecht","west",NA,NA,NA
11357,"IJsselmonde","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJsselmonde","http://www.gemeentegeschiedenis.nl/amco/11357","1230",0,"oudsher","1941","Zuid-Holland","west","IJsselmonde",1230,"zuidwest"
11358,"Hoevelaken","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoevelaken","http://www.gemeentegeschiedenis.nl/amco/11358","253",0,"oudsher","2000","Gelderland","oost","Hoevelaken",253,"zuidoost"
11359,"Waalwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waalwijk","http://www.gemeentegeschiedenis.nl/amco/11359","867",2745122,"oudsher","heden","Noord-Brabant","zuid","Waalwijk",867,"zuidwest"
11360,"De Mijl","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Mijl","http://www.gemeentegeschiedenis.nl/amco/11360","1345",0,"1817","1857","Zuid-Holland","west",NA,NA,NA
11361,"Nederwetten en Eckart","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederwetten_en_Eckart","http://www.gemeentegeschiedenis.nl/amco/11361","",0,"oudsher","1821","Noord-Brabant","zuid",NA,NA,NA
11362,"Staphorst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Staphorst","http://www.gemeentegeschiedenis.nl/amco/11362","180",2746837,"oudsher","heden","Overijssel","oost","Staphorst",180,"noordoost"
11363,"Oud- en Nieuw-Gastel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-_en_Nieuw-Gastel","http://www.gemeentegeschiedenis.nl/amco/11363","831",0,"oudsher","1997","Noord-Brabant","zuid","Oud en Nieuw Gastel",831,"zuidwest"
11364,"Biggekerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Biggekerke","http://www.gemeentegeschiedenis.nl/amco/11364","1022",0,"oudsher","1966","Zeeland","west","Biggekerke",1022,"zuidwest"
11365,"Waverveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waverveen","http://www.gemeentegeschiedenis.nl/amco/11365","1393",0,"oudsher","1841","Utrecht","west",NA,NA,NA
11366,"Wijk aan Zee en Duin","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijk_aan_Zee_en_Duin","http://www.gemeentegeschiedenis.nl/amco/11366","1229",0,"1817","1936","Noord-Holland","west","Wijk aan Zee en Duin",1229,"noordwest"
11367,"Kralingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kralingen","http://www.gemeentegeschiedenis.nl/amco/11367","1099",0,"oudsher","1895","Zuid-Holland","west","Kralingen",1099,"zuidwest"
11368,"Oldeboorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldeboorn","http://www.gemeentegeschiedenis.nl/amco/11368",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11369,"Asperen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Asperen","http://www.gemeentegeschiedenis.nl/amco/11369","488",0,"oudsher","1986","Zuid-Holland","west","Asperen",488,"zuidwest"
11370,"Limmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Limmen","http://www.gemeentegeschiedenis.nl/amco/11370","418",0,"1817","2002","Noord-Holland","west","Limmen",418,"noordwest"
11371,"Wittem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wittem","http://www.gemeentegeschiedenis.nl/amco/11371","990",0,"oudsher","1999","Limburg","zuid","Wittem",990,"zuidoost"
11372,"Amerongen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Amerongen","http://www.gemeentegeschiedenis.nl/amco/11372","306",0,"oudsher","2006","Utrecht","west","Amerongen",306,"zuidoost"
11373,"Assendelft","http://www.gemeentegeschiedenis.nl/gemeentenaam/Assendelft","http://www.gemeentegeschiedenis.nl/amco/11373","367",0,"oudsher","1974","Noord-Holland","west","Assendelft",367,"noordwest"
11374,"Beek [Li]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beek_Li","http://www.gemeentegeschiedenis.nl/amco/11374","888",2759343,"oudsher","heden","Limburg","zuid","Beek (L.)",888,"zuidoost"
11375,"Gilze en Rijen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gilze_en_Rijen","http://www.gemeentegeschiedenis.nl/amco/11375","784",2755506,"oudsher","heden","Noord-Brabant","zuid","Gilze en Rijen",784,"zuidwest"
11376,"Lingewaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lingewaal","http://www.gemeentegeschiedenis.nl/amco/11376","733",6544243,"1987","heden","Gelderland","oost","Vuren",287,"zuidwest"
11376,"Vuren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vuren","http://www.gemeentegeschiedenis.nl/amco/11376","287",0,"1818","1987","Gelderland","oost","Vuren",287,"zuidwest"
11376,"Dalem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dalem","http://www.gemeentegeschiedenis.nl/amco/11376",NA,0,"oudsher","1818","Gelderland","oost","Vuren",287,"zuidwest"
11377,"Zevenhuizen-Moerkapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhuizen-Moerkapelle","http://www.gemeentegeschiedenis.nl/amco/11377","1666",0,"1992","2010","Zuid-Holland","west","Zevenhuizen",636,"zuidwest"
11377,"Zevenhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhuizen","http://www.gemeentegeschiedenis.nl/amco/11377","636",0,"oudsher","1991","Zuid-Holland","west","Zevenhuizen",636,"zuidwest"
11377,"Moerhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerhuizen","http://www.gemeentegeschiedenis.nl/amco/11377","647",0,"1991","1992","Zuid-Holland","west","Zevenhuizen",636,"zuidwest"
11378,"Westerlee","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westerlee","http://www.gemeentegeschiedenis.nl/amco/11378",NA,0,"oudsher","1821","Groningen","noord",NA,NA,NA
11379,"De Ronde Venen","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Ronde_Venen","http://www.gemeentegeschiedenis.nl/amco/11379","736",6544250,"1989","heden","Utrecht","west","Mijdrecht",336,"zuidwest"
11379,"Mijdrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Mijdrecht","http://www.gemeentegeschiedenis.nl/amco/11379","336",0,"oudsher","1989","Utrecht","west","Mijdrecht",336,"zuidwest"
11380,"Vaassen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vaassen","http://www.gemeentegeschiedenis.nl/amco/11380",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
11381,"Westzaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westzaan","http://www.gemeentegeschiedenis.nl/amco/11381","461",0,"oudsher","1974","Noord-Holland","west","Westzaan",461,"noordwest"
11382,"Markelo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Markelo","http://www.gemeentegeschiedenis.nl/amco/11382","169",0,"1818","2001","Overijssel","oost","Markelo",169,"zuidoost"
11383,"Moerkapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerkapelle","http://www.gemeentegeschiedenis.nl/amco/11383","560",0,"1817","1991","Zuid-Holland","west","Moerkapelle",560,"zuidwest"
11384,"Naters","http://www.gemeentegeschiedenis.nl/gemeentenaam/Naters","http://www.gemeentegeschiedenis.nl/amco/11384","1346",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
11385,"Winssen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Winssen","http://www.gemeentegeschiedenis.nl/amco/11385",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
11386,"Stiphout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stiphout","http://www.gemeentegeschiedenis.nl/amco/11386","1196",0,"oudsher","1968","Noord-Brabant","zuid","Stiphout",1196,"zuidoost"
11387,"Haarlemmermeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haarlemmermeer","http://www.gemeentegeschiedenis.nl/amco/11387","394",2754999,"1855","heden","Noord-Holland","west","Haarlemmermeer",394,"noordwest"
11388,"Wilp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wilp","http://www.gemeentegeschiedenis.nl/amco/11388",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
11389,"Otterlo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Otterlo","http://www.gemeentegeschiedenis.nl/amco/11389",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
11390,"Beekbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beekbergen","http://www.gemeentegeschiedenis.nl/amco/11390",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
11391,"Raamsdonk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Raamsdonk","http://www.gemeentegeschiedenis.nl/amco/11391","834",0,"oudsher","1997","Noord-Brabant","zuid","Raamsdonk",834,"zuidwest"
11392,"Hoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoorn","http://www.gemeentegeschiedenis.nl/amco/11392","405",2753635,"oudsher","heden","Noord-Holland","west","Hoorn",405,"noordwest"
11393,"Oost- en Middelzwake","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-_en_Middelzwake","http://www.gemeentegeschiedenis.nl/amco/11393","",0,"oudsher","1816","Zeeland","west",NA,NA,NA
11394,"Zuidschalkwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidschalkwijk","http://www.gemeentegeschiedenis.nl/amco/11394","1241",0,"1817","1863","Noord-Holland","west",NA,NA,NA
11395,"Poortugaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Poortugaal","http://www.gemeentegeschiedenis.nl/amco/11395","592",0,"oudsher","1985","Zuid-Holland","west","Poortugaal",592,"zuidwest"
11396,"Oost- en West-Souburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-_en_West-Souburg","http://www.gemeentegeschiedenis.nl/amco/11396","1135",0,"1835","1966","Zeeland","west","Oost- en West-Souburg",1135,"zuidwest"
11396,"Oost-Souburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-Souburg","http://www.gemeentegeschiedenis.nl/amco/11396","1353",0,"oudsher","1835","Zeeland","west","Oost- en West-Souburg",1135,"zuidwest"
11397,"Spijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijk","http://www.gemeentegeschiedenis.nl/amco/11397","1375",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
11398,"Woudenberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woudenberg","http://www.gemeentegeschiedenis.nl/amco/11398","351",2744162,"oudsher","heden","Utrecht","west","Woudenberg",351,"zuidoost"
11399,"Schelluinen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schelluinen","http://www.gemeentegeschiedenis.nl/amco/11399","605",0,"1817","1986","Zuid-Holland","west","Schelluinen",605,"zuidwest"
11400,"Delden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Delden","http://www.gemeentegeschiedenis.nl/amco/11400",NA,0,"oudsher","1818","Overijssel","oost","Ambt Delden",142,"zuidoost"
11400,"Ambt Delden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Delden","http://www.gemeentegeschiedenis.nl/amco/11400","142",0,"1818","2001","Overijssel","oost","Ambt Delden",142,"zuidoost"
11401,"Katendrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Katendrecht","http://www.gemeentegeschiedenis.nl/amco/11401","1093",0,"1817","1874","Zuid-Holland","west","Katendrecht",1093,"zuidwest"
11402,"Sluipwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sluipwijk","http://www.gemeentegeschiedenis.nl/amco/11402","1182",0,"oudsher","1870","Zuid-Holland","west","Sluipwijk",1182,"zuidwest"
11403,"Hardegarijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardegarijp","http://www.gemeentegeschiedenis.nl/amco/11403",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11404,"Zaandijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zaandijk","http://www.gemeentegeschiedenis.nl/amco/11404","472",0,"oudsher","1974","Noord-Holland","west","Zaandijk",472,"noordwest"
11405,"Sas van Gent","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sas_van_Gent","http://www.gemeentegeschiedenis.nl/amco/11405","704",0,"oudsher","2003","Zeeland","west","Sas van Gent",704,"zuidwest"
11406,"Nieuwland, Kortland en 's-Graveland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland__Kortland_en_s-Graveland","http://www.gemeentegeschiedenis.nl/amco/11406","1348",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
11407,"Heer en Keer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heer_en_Keer","http://www.gemeentegeschiedenis.nl/amco/11407",NA,0,"oudsher","1828","Limburg","zuid","Heer",916,"zuidoost"
11407,"Heer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heer","http://www.gemeentegeschiedenis.nl/amco/11407","916",0,"1828","1970","Limburg","zuid","Heer",916,"zuidoost"
11408,"Hulst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hulst","http://www.gemeentegeschiedenis.nl/amco/11408","677",2753437,"oudsher","heden","Zeeland","west","Hulst",677,"zuidwest"
11409,"Grouw","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grouw","http://www.gemeentegeschiedenis.nl/amco/11409",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11410,"Beers","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beers","http://www.gemeentegeschiedenis.nl/amco/11410","747",0,"oudsher","1994","Noord-Brabant","zuid","Beers",747,"zuidoost"
11411,"Baarn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Baarn","http://www.gemeentegeschiedenis.nl/amco/11411","308",2759543,"oudsher","heden","Utrecht","west","Baarn",308,"zuidwest"
11412,"Dongen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dongen","http://www.gemeentegeschiedenis.nl/amco/11412","766",2756722,"oudsher","heden","Noord-Brabant","zuid","Dongen",766,"zuidwest"
11413,"Langbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Langbroek","http://www.gemeentegeschiedenis.nl/amco/11413","325",0,"oudsher","1996","Utrecht","west","Langbroek",325,"zuidwest"
11414,"Vessem, Wintelre en Knegsel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vessem__Wintelre_en_Knegsel","http://www.gemeentegeschiedenis.nl/amco/11414","862",0,"oudsher","1997","Noord-Brabant","zuid","Vessem, Wintelre en Knegsel",862,"zuidwest"
11415,"Sint Anthonis en Ledeacker","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis_en_Ledeacker","http://www.gemeentegeschiedenis.nl/amco/11415","",0,"oudsher","1821","Noord-Brabant","zuid","Oploo, Sint Anthonis en Ledeacker",827,"zuidoost"
