naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Lienden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lienden,http://www.gemeentegeschiedenis.nl/amco/11093,11093,261,0,oudsher,1999,Gelderland
Lingewaal,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lingewaal,http://www.gemeentegeschiedenis.nl/amco/11376,11376,733,6544243,1987,heden,Gelderland
Lingewaard,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lingewaard,http://www.gemeentegeschiedenis.nl/amco/10744,10744,1705,6544236,2003,heden,Gelderland
Lobith,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lobith,http://www.gemeentegeschiedenis.nl/amco/10719,10719,,0,1817,1818,Gelderland
Lochem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lochem,http://www.gemeentegeschiedenis.nl/amco/11263,11263,262,2751536,oudsher,heden,Gelderland
Loenen en Wolferen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen_en_Wolferen,http://www.gemeentegeschiedenis.nl/amco/10423,10423,1341,0,1818,1854,Gelderland
Loenen [Ge],http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen_Ge,http://www.gemeentegeschiedenis.nl/amco/10234,10234,,0,oudsher,1818,Gelderland
Lunteren,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lunteren,http://www.gemeentegeschiedenis.nl/amco/10653,10653,,0,oudsher,1818,Gelderland
Maasbommel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasbommel,http://www.gemeentegeschiedenis.nl/amco/10692,10692,,0,oudsher,1818,Gelderland
Maasdriel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasdriel,http://www.gemeentegeschiedenis.nl/amco/10341,10341,263,2751295,1944,heden,Gelderland
Maurik,http://www.gemeentegeschiedenis.nl/gemeentenaam/Maurik,http://www.gemeentegeschiedenis.nl/amco/10300,10300,264,0,oudsher,1999,Gelderland
Millingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Millingen,http://www.gemeentegeschiedenis.nl/amco/10072,10072,1259,0,oudsher,1954,Gelderland
Millingen aan de Rijn,http://www.gemeentegeschiedenis.nl/gemeentenaam/Millingen_aan_de_Rijn,http://www.gemeentegeschiedenis.nl/amco/10072,10072,265,2750796,1954,heden,Gelderland
Montferland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Montferland,http://www.gemeentegeschiedenis.nl/amco/10350,10350,1955,6544256,2005,heden,Gelderland
Neder-Betuwe,http://www.gemeentegeschiedenis.nl/gemeentenaam/Neder-Betuwe,http://www.gemeentegeschiedenis.nl/amco/10916,10916,1740,6544269,2003,heden,Gelderland
Nederhemert,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederhemert,http://www.gemeentegeschiedenis.nl/amco/10310,10310,1115,0,oudsher,1955,Gelderland
Neede,http://www.gemeentegeschiedenis.nl/gemeentenaam/Neede,http://www.gemeentegeschiedenis.nl/amco/10367,10367,266,0,oudsher,2005,Gelderland
Neerijnen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Neerijnen,http://www.gemeentegeschiedenis.nl/amco/10125,10125,304,6544294,1978,heden,Gelderland
Netterden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Netterden,http://www.gemeentegeschiedenis.nl/amco/10315,10315,,0,oudsher,1821,Gelderland
Niftrik,http://www.gemeentegeschiedenis.nl/gemeentenaam/Niftrik,http://www.gemeentegeschiedenis.nl/amco/10025,10025,,0,oudsher,1818,Gelderland
Nijbroek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijbroek,http://www.gemeentegeschiedenis.nl/amco/10463,10463,,0,oudsher,1818,Gelderland
Nijkerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijkerk,http://www.gemeentegeschiedenis.nl/amco/10446,10446,267,2750064,oudsher,heden,Gelderland
Nijmegen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijmegen,http://www.gemeentegeschiedenis.nl/amco/11209,11209,268,2750052,oudsher,heden,Gelderland
Nunspeet [1],http://www.gemeentegeschiedenis.nl/gemeentenaam/Nunspeet_1,http://www.gemeentegeschiedenis.nl/amco/10512,10512,,0,oudsher,1818,Gelderland
Nunspeet [2],http://www.gemeentegeschiedenis.nl/gemeentenaam/Nunspeet_2,http://www.gemeentegeschiedenis.nl/amco/10512,10512,302,2749754,1972,heden,Gelderland
Ochten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ochten,http://www.gemeentegeschiedenis.nl/amco/10832,10832,,0,oudsher,1818,Gelderland
Oldebroek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldebroek,http://www.gemeentegeschiedenis.nl/amco/11106,11106,269,2749667,oudsher,heden,Gelderland
Ooij en Persingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ooij_en_Persingen,http://www.gemeentegeschiedenis.nl/amco/10810,10810,,0,oudsher,1818,Gelderland
Oosterbeek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterbeek,http://www.gemeentegeschiedenis.nl/amco/10336,10336,,0,oudsher,1818,Gelderland
Oosterwolde [Ge],http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterwolde_Ge,http://www.gemeentegeschiedenis.nl/amco/11061,11061,,0,oudsher,1818,Gelderland
Oost Gelre,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost_Gelre,http://www.gemeentegeschiedenis.nl/amco/11094,11094,1586,6544228,2006,heden,Gelderland
Ophemert,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ophemert,http://www.gemeentegeschiedenis.nl/amco/10829,10829,270,0,1818,1978,Gelderland
Opijnen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Opijnen,http://www.gemeentegeschiedenis.nl/amco/11092,11092,,0,oudsher,1818,Gelderland
Otterlo,http://www.gemeentegeschiedenis.nl/gemeentenaam/Otterlo,http://www.gemeentegeschiedenis.nl/amco/11389,11389,,0,oudsher,1818,Gelderland
Oude IJsselstreek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_IJsselstreek,http://www.gemeentegeschiedenis.nl/amco/10260,10260,1509,6544222,2005,heden,Gelderland
Overasselt,http://www.gemeentegeschiedenis.nl/gemeentenaam/Overasselt,http://www.gemeentegeschiedenis.nl/amco/10952,10952,271,0,oudsher,1980,Gelderland
Overbetuwe,http://www.gemeentegeschiedenis.nl/gemeentenaam/Overbetuwe,http://www.gemeentegeschiedenis.nl/amco/11188,11188,1734,6544276,2001,heden,Gelderland
Pannerden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Pannerden,http://www.gemeentegeschiedenis.nl/amco/10518,10518,272,0,1818,1985,Gelderland
Poederoijen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Poederoijen,http://www.gemeentegeschiedenis.nl/amco/10135,10135,1155,0,oudsher,1955,Gelderland
Puiflijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Puiflijk,http://www.gemeentegeschiedenis.nl/amco/11265,11265,,0,oudsher,1818,Gelderland
Putten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Putten,http://www.gemeentegeschiedenis.nl/amco/11109,11109,273,2748391,oudsher,heden,Gelderland
Renkum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Renkum,http://www.gemeentegeschiedenis.nl/amco/11325,11325,274,2748235,1818,heden,Gelderland
Rheden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rheden,http://www.gemeentegeschiedenis.nl/amco/11355,11355,275,2748200,1818,heden,Gelderland
Rijnwaarden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijnwaarden,http://www.gemeentegeschiedenis.nl/amco/10819,10819,196,6544274,1985,heden,Gelderland
Rosendaal [Ge],http://www.gemeentegeschiedenis.nl/gemeentenaam/Rosendaal_Ge,http://www.gemeentegeschiedenis.nl/amco/10684,10684,277,,1818,1933,Gelderland
Rossum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rossum,http://www.gemeentegeschiedenis.nl/amco/10860,10860,276,0,1818,1999,Gelderland
Rozendaal [Ge],http://www.gemeentegeschiedenis.nl/gemeentenaam/Rozendaal_Ge,http://www.gemeentegeschiedenis.nl/amco/10684,10684,277,,1933,heden,Gelderland
Ruurlo,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ruurlo,http://www.gemeentegeschiedenis.nl/amco/10879,10879,278,0,oudsher,2005,Gelderland
Scherpenzeel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Scherpenzeel,http://www.gemeentegeschiedenis.nl/amco/11146,11146,279,2747605,oudsher,heden,Gelderland
Stad Doetinchem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stad_Doetinchem,http://www.gemeentegeschiedenis.nl/amco/10603,10603,1190,0,oudsher,1920,Gelderland
Steenderen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Steenderen,http://www.gemeentegeschiedenis.nl/amco/10497,10497,280,0,oudsher,2005,Gelderland
Terborg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Terborg,http://www.gemeentegeschiedenis.nl/amco/10034,10034,,0,oudsher,1818,Gelderland
Tiel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Tiel,http://www.gemeentegeschiedenis.nl/amco/10027,10027,281,2746330,oudsher,heden,Gelderland
Twello,http://www.gemeentegeschiedenis.nl/gemeentenaam/Twello,http://www.gemeentegeschiedenis.nl/amco/10846,10846,,0,oudsher,1818,Gelderland
